date,adj_close_^vix,close_^vix,high_^vix,low_^vix,open_^vix,volume_^vix,returns,rolling_volatility
2017-04-05,12.89,12.89,12.89,12.89,12.89,0,0.09329940627650557,0.7821718330320871
2017-04-06,12.39,12.39,12.39,12.39,12.39,0,-0.03878975950349106,0.7919130273337108
2017-04-07,12.87,12.87,12.87,12.87,12.87,0,0.03874092009685226,0.7951969589104289
2017-04-10,14.05,14.05,14.05,14.05,14.05,0,0.09168609168609176,0.8223656827200128
2017-04-11,15.07,15.07,15.07,15.07,15.07,0,0.07259786476868313,0.8250406631853117
2017-04-12,15.77,15.77,15.77,15.77,15.77,0,0.04644990046449893,0.8256966885286263
2017-04-13,15.96,15.96,15.96,15.96,15.96,0,0.012048192771084487,0.8007590388540528
2017-04-17,14.66,14.66,14.66,14.66,14.66,0,-0.08145363408521311,0.809747799586138
2017-04-18,14.42,14.42,14.42,14.42,14.42,0,-0.016371077762619368,0.8123084111879675
2017-04-19,14.93,14.93,14.93,14.93,14.93,0,0.035367545076282925,0.8153647543247612
2017-04-20,14.15,14.15,14.15,14.15,14.15,0,-0.05224380442062959,0.8310700186930277
2017-04-21,14.63,14.63,14.63,14.63,14.63,0,0.03392226148409905,0.8301276018745948
2017-04-24,10.84,10.84,10.84,10.84,10.84,0,-0.2590567327409433,1.1233451455311474
2017-04-25,10.76,10.76,10.76,10.76,10.76,0,-0.0073800738007380184,1.1207408240278898
2017-04-26,10.85,10.85,10.85,10.85,10.85,0,0.008364312267657992,1.0932763543512907
2017-04-27,10.36,10.36,10.36,10.36,10.36,0,-0.04516129032258065,1.0896958436531916
2017-04-28,10.82,10.82,10.82,10.82,10.82,0,0.044401544401544424,1.0923619846730936
2017-05-01,10.11,10.11,10.11,10.11,10.11,0,-0.06561922365988915,1.1092770921999868
2017-05-02,10.59,10.59,10.59,10.59,10.59,0,0.04747774480712175,1.1180807207661734
2017-05-03,10.68,10.68,10.68,10.68,10.68,0,0.008498583569405138,1.078228534764068
2017-05-04,10.46,10.46,10.46,10.46,10.46,0,-0.020599250936329527,1.075590270353396
2017-05-05,10.57,10.57,10.57,10.57,10.57,0,0.010516252390057268,1.0731685399965738
2017-05-08,9.77,9.77,9.77,9.77,9.77,0,-0.0756859035004731,1.0925955553194033
2017-05-09,9.96,9.96,9.96,9.96,9.96,0,0.01944728761514858,1.0916902838257498
2017-05-10,10.21,10.21,10.21,10.21,10.21,0,0.025100401606425793,1.072786137246099
2017-05-11,10.6,10.6,10.6,10.6,10.6,0,0.038197845249755114,1.0786271176074256
2017-05-12,10.4,10.4,10.4,10.4,10.4,0,-0.01886792452830177,1.0794949138784173
2017-05-15,10.42,10.42,10.42,10.42,10.42,0,0.0019230769230769162,1.0572379893447634
2017-05-16,10.65,10.65,10.65,10.65,10.65,0,0.02207293666026877,1.0597554379306315
2017-05-17,15.59,15.59,15.59,15.59,15.59,0,0.46384976525821586,1.7089584996789302
2017-05-18,14.66,14.66,14.66,14.66,14.66,0,-0.05965362411802433,1.7051062069735554
2017-05-19,12.04,12.04,12.04,12.04,12.04,0,-0.17871759890859484,1.7857401255121141
2017-05-22,10.93,10.93,10.93,10.93,10.93,0,-0.09219269102990024,1.8042521281873989
2017-05-23,10.72,10.72,10.72,10.72,10.72,0,-0.019213174748398787,1.7839551351934195
2017-05-24,10.02,10.02,10.02,10.02,10.02,0,-0.06529850746268662,1.777665521766153
2017-05-25,9.99,9.99,9.99,9.99,9.99,0,-0.0029940119760478723,1.770266889223464
2017-05-26,9.81,9.81,9.81,9.81,9.81,0,-0.018018018018017945,1.769209832381886
2017-05-30,10.38,10.38,10.38,10.38,10.38,0,0.05810397553516822,1.766908950411324
2017-05-31,10.41,10.41,10.41,10.41,10.41,0,0.0028901734104045396,1.7668078588176206
2017-06-01,9.89,9.89,9.89,9.89,9.89,0,-0.04995196926032652,1.7670251900839047
2017-06-02,9.75,9.75,9.75,9.75,9.75,0,-0.014155712841253831,1.7622164680524313
2017-06-05,10.07,10.07,10.07,10.07,10.07,0,0.03282051282051279,1.7619974224339472
2017-06-06,10.45,10.45,10.45,10.45,10.45,0,0.037735849056603765,1.595069186744545
2017-06-07,10.39,10.39,10.39,10.39,10.39,0,-0.00574162679425827,1.5949842282852342
2017-06-08,10.16,10.16,10.16,10.16,10.16,0,-0.022136669874879722,1.5965392056971823
2017-06-09,10.7,10.7,10.7,10.7,10.7,0,0.053149606299212504,1.596746815687907
2017-06-12,11.46,11.46,11.46,11.46,11.46,0,0.07102803738317776,1.6042679316175406
2017-06-13,10.42,10.42,10.42,10.42,10.42,0,-0.09075043630017454,1.6156482382526502
2017-06-14,10.64,10.64,10.64,10.64,10.64,0,0.021113243761996303,1.6114681905171133
2017-06-15,10.9,10.9,10.9,10.9,10.9,0,0.02443609022556381,1.6124807774847467
2017-06-16,10.38,10.38,10.38,10.38,10.38,0,-0.047706422018348627,1.6181166441368924
2017-06-19,10.37,10.37,10.37,10.37,10.37,0,-0.0009633911368016612,1.618059655488593
2017-06-20,10.86,10.86,10.86,10.86,10.86,0,0.047251687560269984,1.6048495552477788
2017-06-21,10.75,10.75,10.75,10.75,10.75,0,-0.01012891344383049,1.6052669162363624
2017-06-22,10.48,10.48,10.48,10.48,10.48,0,-0.025116279069767433,1.6068818139418826
2017-06-23,10.02,10.02,10.02,10.02,10.02,0,-0.04389312977099247,1.6097994756453535
2017-06-26,9.9,9.9,9.9,9.9,9.9,0,-0.011976047904191489,1.609133443380483
2017-06-27,11.06,11.06,11.06,11.06,11.06,0,0.11717171717171726,1.6430280178622076
2017-06-28,10.03,10.03,10.03,10.03,10.03,0,-0.09312839059674516,1.6672459450698722
2017-06-29,11.44,11.44,11.44,11.44,11.44,0,0.14057826520438677,1.0325220550197896
2017-06-30,11.18,11.18,11.18,11.18,11.18,0,-0.022727272727272707,1.0220193040349081
2017-07-03,11.22,11.22,11.22,11.22,11.22,0,0.003577817531305927,0.8828836983862676
2017-07-05,11.07,11.07,11.07,11.07,11.07,0,-0.013368983957219305,0.8405815839308042
2017-07-06,12.54,12.54,12.54,12.54,12.54,0,0.13279132791327908,0.9193887248041188
2017-07-07,11.19,11.19,11.19,11.19,11.19,0,-0.10765550239234445,0.955737931338984
2017-07-10,11.11,11.11,11.11,11.11,11.11,0,-0.007149240393208189,0.9561311456673147
2017-07-11,10.89,10.89,10.89,10.89,10.89,0,-0.01980198019801971,0.9565226097664503
2017-07-12,10.3,10.3,10.3,10.3,10.3,0,-0.05417814508723595,0.9579247452181764
2017-07-13,9.9,9.9,9.9,9.9,9.9,0,-0.03883495145631066,0.9649933587406435
2017-07-14,9.51,9.51,9.51,9.51,9.51,0,-0.039393939393939426,0.9607126498456384
2017-07-17,9.82,9.82,9.82,9.82,9.82,0,0.03259726603575186,0.9640953776348946
2017-07-18,9.89,9.89,9.89,9.89,9.89,0,0.007128309572301372,0.9598213076701044
2017-07-19,9.79,9.79,9.79,9.79,9.79,0,-0.01011122345803861,0.9539643995292704
2017-07-20,9.58,9.58,9.58,9.58,9.58,0,-0.021450459652706755,0.9558041564003937
2017-07-21,9.36,9.36,9.36,9.36,9.36,0,-0.022964509394572064,0.9559663226588355
2017-07-24,9.43,9.43,9.43,9.43,9.43,0,0.007478632478632452,0.9425496748768468
2017-07-25,9.43,9.43,9.43,9.43,9.43,0,0.0,0.9164966968151268
2017-07-26,9.6,9.6,9.6,9.6,9.6,0,0.018027571580063517,0.8815171032769872
2017-07-27,10.11,10.11,10.11,10.11,10.11,0,0.05312500000000009,0.8933860161552893
2017-07-28,10.29,10.29,10.29,10.29,10.29,0,0.017804154302670572,0.8920016983346548
2017-07-31,10.26,10.26,10.26,10.26,10.26,0,-0.002915451895043719,0.880750095153535
2017-08-01,10.09,10.09,10.09,10.09,10.09,0,-0.016569200779727122,0.882221639887809
2017-08-02,10.28,10.28,10.28,10.28,10.28,0,0.018830525272546916,0.8729415338661715
2017-08-03,10.44,10.44,10.44,10.44,10.44,0,0.015564202334630295,0.8736312685764975
2017-08-04,10.03,10.03,10.03,10.03,10.03,0,-0.039272030651340994,0.8781822606948446
2017-08-07,9.93,9.93,9.93,9.93,9.93,0,-0.009970089730807596,0.8689114143978788
2017-08-08,10.96,10.96,10.96,10.96,10.96,0,0.10372608257804639,0.9171424005401992
2017-08-09,11.11,11.11,11.11,11.11,11.11,0,0.013686131386861256,0.8539911604912427
2017-08-10,16.04,16.04,16.04,16.04,16.04,0,0.44374437443744363,1.505786431288689
2017-08-11,15.51,15.51,15.51,15.51,15.51,0,-0.03304239401496256,1.4679881308164406
2017-08-14,12.33,12.33,12.33,12.33,12.33,0,-0.20502901353965186,1.5966591470860088
2017-08-15,12.04,12.04,12.04,12.04,12.04,0,-0.023519870235198748,1.599173882316811
2017-08-16,11.74,11.74,11.74,11.74,11.74,0,-0.02491694352159457,1.6007790346836752
2017-08-17,15.55,15.55,15.55,15.55,15.55,0,0.32453151618398635,1.814652433928101
2017-08-18,14.26,14.26,14.26,14.26,14.26,0,-0.08295819935691329,1.8017907090771828
2017-08-21,13.19,13.19,13.19,13.19,13.19,0,-0.07503506311360453,1.8192004820816678
2017-08-22,11.35,11.35,11.35,11.35,11.35,0,-0.13949962092494317,1.8693189394620149
2017-08-23,12.25,12.25,12.25,12.25,12.25,0,0.07929515418502198,1.8712503802805893
2017-08-24,12.23,12.23,12.23,12.23,12.23,0,-0.0016326530612245094,1.8656233908065227
2017-08-25,11.28,11.28,11.28,11.28,11.28,0,-0.0776778413736714,1.8782070019948094
2017-08-28,11.32,11.32,11.32,11.32,11.32,0,0.0035460992907803135,1.8772762175768603
2017-08-29,11.7,11.7,11.7,11.7,11.7,0,0.03356890459363959,1.8784072276179655
2017-08-30,11.22,11.22,11.22,11.22,11.22,0,-0.04102564102564088,1.8836340186506404
2017-08-31,10.59,10.59,10.59,10.59,10.59,0,-0.05614973262032097,1.891419516657789
2017-09-01,10.13,10.13,10.13,10.13,10.13,0,-0.04343720491029268,1.895386240874954
2017-09-05,12.23,12.23,12.23,12.23,12.23,0,0.20730503455083915,1.9808452729968673
2017-09-06,11.63,11.63,11.63,11.63,11.63,0,-0.04905968928863447,1.9892315282838842
2017-09-07,11.55,11.55,11.55,11.55,11.55,0,-0.006878761822871837,1.9900704089909125
2017-09-08,12.12,12.12,12.12,12.12,12.12,0,0.049350649350649256,1.989436962580473
2017-09-11,10.73,10.73,10.73,10.73,10.73,0,-0.1146864686468646,2.023280232525825
2017-09-12,10.58,10.58,10.58,10.58,10.58,0,-0.013979496738117492,2.024068509697161
2017-09-13,10.5,10.5,10.5,10.5,10.5,0,-0.007561436672967825,2.023288127158837
2017-09-14,10.44,10.44,10.44,10.44,10.44,0,-0.005714285714285783,2.0234244617960266
2017-09-15,10.17,10.17,10.17,10.17,10.17,0,-0.025862068965517238,2.0255405981314305
2017-09-18,10.15,10.15,10.15,10.15,10.15,0,-0.001966568338249708,2.021166316179606
2017-09-19,10.18,10.18,10.18,10.18,10.18,0,0.002955665024630516,2.020553392942849
2017-09-20,9.78,9.78,9.78,9.78,9.78,0,-0.03929273084479379,2.0039617328176855
2017-09-21,9.67,9.67,9.67,9.67,9.67,0,-0.011247443762781084,2.004105923568831
2017-09-22,9.59,9.59,9.59,9.59,9.59,0,-0.008273009307135482,1.5045173949373707
2017-09-25,10.21,10.21,10.21,10.21,10.21,0,0.06465067778936406,1.519734738568426
2017-09-26,10.17,10.17,10.17,10.17,10.17,0,-0.003917727717923647,1.4023321992629845
2017-09-27,9.87,9.87,9.87,9.87,9.87,0,-0.029498525073746396,1.4032003137232691
2017-09-28,9.55,9.55,9.55,9.55,9.55,0,-0.032421479229989725,1.4043790975521642
2017-09-29,9.51,9.51,9.51,9.51,9.51,0,-0.004188481675392763,1.0031950942178898
2017-10-02,9.45,9.45,9.45,9.45,9.45,0,-0.006309148264984299,0.9820349802220408
2017-10-03,9.51,9.51,9.51,9.51,9.51,0,0.006349206349206327,0.9646863413366328
2017-10-04,9.63,9.63,9.63,9.63,9.63,0,0.012618296529968598,0.8833341919788761
2017-10-05,9.19,9.19,9.19,9.19,9.19,0,-0.04569055036344771,0.8546846406171557
2017-10-06,9.65,9.65,9.65,9.65,9.65,0,0.05005440696409158,0.8711084952798224
2017-10-09,10.33,10.33,10.33,10.33,10.33,0,0.07046632124352326,0.8717089866927376
2017-10-10,10.08,10.08,10.08,10.08,10.08,0,-0.024201355275895398,0.8740078305271872
2017-10-11,9.85,9.85,9.85,9.85,9.85,0,-0.022817460317460347,0.8690697105293411
2017-10-12,9.91,9.91,9.91,9.91,9.91,0,0.006091370558375608,0.8624941003739743
2017-10-13,9.61,9.61,9.61,9.61,9.61,0,-0.030272452068617617,0.8517732941602176
2017-10-16,9.91,9.91,9.91,9.91,9.91,0,0.031217481789802326,0.847620275615169
2017-10-17,10.31,10.31,10.31,10.31,10.31,0,0.04036326942482349,0.5939434765875563
2017-10-18,10.07,10.07,10.07,10.07,10.07,0,-0.023278370514064006,0.5818990701024858
2017-10-19,10.05,10.05,10.05,10.05,10.05,0,-0.0019860973187685316,0.5818711135361251
2017-10-20,9.97,9.97,9.97,9.97,9.97,0,-0.007960199004975133,0.5595151573707817
2017-10-23,11.07,11.07,11.07,11.07,11.07,0,0.11033099297893667,0.559342469770569
2017-10-24,11.16,11.16,11.16,11.16,11.16,0,0.008130081300812941,0.5576516402006537
2017-10-25,11.23,11.23,11.23,11.23,11.23,0,0.006272401433691677,0.5569540543096742
2017-10-26,11.3,11.3,11.3,11.3,11.3,0,0.006233303650934996,0.556439389240279
2017-10-27,9.8,9.8,9.8,9.8,9.8,0,-0.1327433628318584,0.6779385189009499
2017-10-30,10.5,10.5,10.5,10.5,10.5,0,0.0714285714285714,0.7090704876835995
2017-10-31,10.18,10.18,10.18,10.18,10.18,0,-0.030476190476190546,0.7153136485963898
2017-11-01,10.2,10.2,10.2,10.2,10.2,0,0.0019646365422396617,0.7050459335247897
2017-11-02,9.93,9.93,9.93,9.93,9.93,0,-0.026470588235294024,0.7089691785960345
2017-11-03,9.14,9.14,9.14,9.14,9.14,0,-0.07955689828801604,0.7469062136862767
2017-11-06,9.4,9.4,9.4,9.4,9.4,0,0.02844638949671774,0.7265487378345858
2017-11-07,9.89,9.89,9.89,9.89,9.89,0,0.05212765957446819,0.7430509712762399
2017-11-08,9.78,9.78,9.78,9.78,9.78,0,-0.011122345803842415,0.7385766898569444
2017-11-09,10.5,10.5,10.5,10.5,10.5,0,0.07361963190184051,0.7607973558247971
2017-11-10,11.29,11.29,11.29,11.29,11.29,0,0.0752380952380951,0.7874667711596521
2017-11-13,11.5,11.5,11.5,11.5,11.5,0,0.01860053144375562,0.7871354637422223
2017-11-14,11.59,11.59,11.59,11.59,11.59,0,0.00782608695652165,0.7871240041064917
2017-11-15,13.13,13.13,13.13,13.13,13.13,0,0.13287316652286463,0.8666469525298995
2017-11-16,11.76,11.76,11.76,11.76,11.76,0,-0.10434120335110442,0.9157492771013409
2017-11-17,11.43,11.43,11.43,11.43,11.43,0,-0.028061224489795977,0.9139463254462328
2017-11-20,10.65,10.65,10.65,10.65,10.65,0,-0.06824146981627288,0.9189972889636097
2017-11-21,9.73,9.73,9.73,9.73,9.73,0,-0.08638497652582156,0.9518645286229651
2017-11-22,9.88,9.88,9.88,9.88,9.88,0,0.01541623843782114,0.9501505311578209
2017-11-24,9.67,9.67,9.67,9.67,9.67,0,-0.021255060728745057,0.9523909937497476
2017-11-27,9.87,9.87,9.87,9.87,9.87,0,0.020682523267838704,0.9493290283629604
2017-11-28,10.03,10.03,10.03,10.03,10.03,0,0.016210739614994862,0.9463939099557384
2017-11-29,10.7,10.7,10.7,10.7,10.7,0,0.06679960119641071,0.958696158198385
2017-11-30,11.28,11.28,11.28,11.28,11.28,0,0.0542056074766355,0.9665032604067968
2017-12-01,11.43,11.43,11.43,11.43,11.43,0,0.013297872340425565,0.9664768213184045
2017-12-04,11.68,11.68,11.68,11.68,11.68,0,0.021872265966754068,0.9665722527151038
2017-12-05,11.33,11.33,11.33,11.33,11.33,0,-0.02996575342465746,0.9208095797404002
2017-12-06,11.02,11.02,11.02,11.02,11.02,0,-0.027360988526037078,0.9246348258362656
2017-12-07,10.16,10.16,10.16,10.16,10.16,0,-0.07803992740471866,0.9525148023935875
2017-12-08,9.58,9.58,9.58,9.58,9.58,0,-0.057086614173228356,0.9655948872302935
2017-12-11,9.34,9.34,9.34,9.34,9.34,0,-0.025052192066805867,0.8878304064741585
2017-12-12,9.92,9.92,9.92,9.92,9.92,0,0.062098501070663836,0.8816897020433824
2017-12-13,10.18,10.18,10.18,10.18,10.18,0,0.02620967741935476,0.8801948138915372
2017-12-14,10.49,10.49,10.49,10.49,10.49,0,0.03045186640471509,0.8841929428722481
2017-12-15,9.42,9.42,9.42,9.42,9.42,0,-0.10200190657769304,0.9314839155210098
2017-12-18,9.53,9.53,9.53,9.53,9.53,0,0.011677282377919207,0.9008710156936747
2017-12-19,10.03,10.03,10.03,10.03,10.03,0,0.05246589716684147,0.9094255280417493
2017-12-20,9.72,9.72,9.72,9.72,9.72,0,-0.030907278165503316,0.902867814624727
2017-12-21,9.62,9.62,9.62,9.62,9.62,0,-0.010288065843621519,0.9027737844658604
2017-12-22,9.9,9.9,9.9,9.9,9.9,0,0.02910602910602922,0.8806131394393195
2017-12-26,10.25,10.25,10.25,10.25,10.25,0,0.03535353535353525,0.8581183524400798
2017-12-27,10.47,10.47,10.47,10.47,10.47,0,0.02146341463414636,0.8587495062817094
2017-12-28,10.18,10.18,10.18,10.18,10.18,0,-0.02769818529130863,0.8614931784070763
2017-12-29,11.04,11.04,11.04,11.04,11.04,0,0.08447937131630634,0.8047762590028003
2018-01-02,9.77,9.77,9.77,9.77,9.77,0,-0.11503623188405798,0.8168133261853221
2018-01-03,9.15,9.15,9.15,9.15,9.15,0,-0.06345957011258951,0.8318577125084226
2018-01-04,9.22,9.22,9.22,9.22,9.22,0,0.007650273224043769,0.8113678641120253
2018-01-05,9.22,9.22,9.22,9.22,9.22,0,0.0,0.7723796499478445
2018-01-08,9.52,9.52,9.52,9.52,9.52,0,0.03253796095444672,0.7770493656984189
2018-01-09,10.08,10.08,10.08,10.08,10.08,0,0.05882352941176472,0.7925681230738028
2018-01-10,9.82,9.82,9.82,9.82,9.82,0,-0.025793650793650813,0.7948056419778868
2018-01-11,9.88,9.88,9.88,9.88,9.88,0,0.006109979633401208,0.7936716216988171
2018-01-12,10.16,10.16,10.16,10.16,10.16,0,0.028340080971659853,0.7734201518410418
2018-01-16,11.66,11.66,11.66,11.66,11.66,0,0.1476377952755905,0.8720213009118613
2018-01-17,11.91,11.91,11.91,11.91,11.91,0,0.021440823327615766,0.8732109391633245
2018-01-18,12.22,12.22,12.22,12.22,12.22,0,0.02602854743912686,0.8740810199092616
2018-01-19,11.27,11.27,11.27,11.27,11.27,0,-0.07774140752864167,0.9002998872281341
2018-01-22,11.03,11.03,11.03,11.03,11.03,0,-0.021295474711623852,0.8987876174859234
2018-01-23,11.1,11.1,11.1,11.1,11.1,0,0.006346328195829587,0.8665239228708922
2018-01-24,11.47,11.47,11.47,11.47,11.47,0,0.03333333333333344,0.8502500623188696
2018-01-25,11.58,11.58,11.58,11.58,11.58,0,0.009590235396687019,0.8446668869617864
2018-01-26,11.08,11.08,11.08,11.08,11.08,0,-0.04317789291882557,0.8417910224265904
2018-01-29,13.84,13.84,13.84,13.84,13.84,0,0.2490974729241877,1.0990275110353553
2018-01-30,14.79,14.79,14.79,14.79,14.79,0,0.0686416184971097,1.1099719270967408
2018-01-31,13.54,13.54,13.54,13.54,13.54,0,-0.08451656524678841,1.0951842525215127
2018-02-01,13.47,13.47,13.47,13.47,13.47,0,-0.005169867060561217,1.0966277402763924
2018-02-02,17.31,17.31,17.31,17.31,17.31,0,0.285077951002227,1.3466628554864715
2018-02-05,37.32,37.32,37.32,37.32,37.32,0,1.1559792027729636,3.544698582977311
2018-02-06,29.98,29.98,29.98,29.98,29.98,0,-0.19667738478027863,3.617726612082471
2018-02-07,27.73,27.73,27.73,27.73,27.73,0,-0.07505003335557037,3.6367200113397957
2018-02-08,33.46,33.46,33.46,33.46,33.46,0,0.20663541291020548,3.663928154680198
2018-02-09,29.06,29.06,29.06,29.06,29.06,0,-0.1315002988643157,3.7034715074908107
2018-02-12,25.61,25.61,25.61,25.61,25.61,0,-0.11871988988300064,3.729799231398168
2018-02-13,24.97,24.97,24.97,24.97,24.97,0,-0.02499023818820778,3.7342388986127366
2018-02-14,19.26,19.26,19.26,19.26,19.26,0,-0.22867440929114924,3.790744836843293
2018-02-15,19.13,19.13,19.13,19.13,19.13,0,-0.006749740394600301,3.7806435480747558
2018-02-16,19.46,19.46,19.46,19.46,19.46,0,0.01725039205436496,3.7799561430422184
2018-02-20,20.6,20.6,20.6,20.6,20.6,0,0.058581706063720373,3.777875428480885
2018-02-21,20.02,20.02,20.02,20.02,20.02,0,-0.028155339805825297,3.783805355013115
2018-02-22,18.72,18.72,18.72,18.72,18.72,0,-0.06493506493506496,3.796483811534373
2018-02-23,16.49,16.49,16.49,16.49,16.49,0,-0.11912393162393164,3.8200092022492544
2018-02-26,15.8,15.8,15.8,15.8,15.8,0,-0.04184354154032732,3.825843036244438
2018-02-27,18.59,18.59,18.59,18.59,18.59,0,0.1765822784810125,3.847711747801018
2018-02-28,19.85,19.85,19.85,19.85,19.85,0,0.06777837547068333,3.8352032715872193
2018-03-01,22.47,22.47,22.47,22.47,22.47,0,0.1319899244332492,3.844644219446112
2018-03-02,19.59,19.59,19.59,19.59,19.59,0,-0.1281708945260347,3.8756494268980575
2018-03-05,18.73,18.73,18.73,18.73,18.73,0,-0.04389994895354765,3.868277508181617
2018-03-06,18.36,18.36,18.36,18.36,18.36,0,-0.019754404698344996,3.868078937294105
2018-03-07,17.76,17.76,17.76,17.76,17.76,0,-0.03267973856209139,3.872405371266445
2018-03-08,16.54,16.54,16.54,16.54,16.54,0,-0.06869369369369382,3.8841869783677447
2018-03-09,14.64,14.64,14.64,14.64,14.64,0,-0.11487303506650537,3.9071534986370815
2018-03-12,15.78,15.78,15.78,15.78,15.78,0,0.07786885245901631,3.9037382356102635
2018-03-13,16.35,16.35,16.35,16.35,16.35,0,0.03612167300380231,3.8492580621125714
2018-03-14,17.23,17.23,17.23,17.23,17.23,0,0.05382262996941889,3.8480356441618544
2018-03-15,16.59,16.59,16.59,16.59,16.59,0,-0.037144515380150955,3.838817148057867
2018-03-16,15.8,15.8,15.8,15.8,15.8,0,-0.04761904761904756,3.8437833201298055
2018-03-19,19.02,19.02,19.02,19.02,19.02,0,0.20379746835443036,3.802924470765929
2018-03-20,18.2,18.2,18.2,18.2,18.2,0,-0.04311251314405895,1.7048522235298122
2018-03-21,17.86,17.86,17.86,17.86,17.86,0,-0.018681318681318726,1.61868017859533
2018-03-22,23.34,23.34,23.34,23.34,23.34,0,0.30683090705487115,1.8513625388247996
2018-03-23,24.87,24.87,24.87,24.87,24.87,0,0.06555269922879181,1.757712198493081
2018-03-26,21.03,21.03,21.03,21.03,21.03,0,-0.15440289505428229,1.7733205029866557
2018-03-27,22.5,22.5,22.5,22.5,22.5,0,0.06990014265335232,1.7522275090159554
2018-03-28,22.87,22.87,22.87,22.87,22.87,0,0.016444444444444484,1.7509155082002867
2018-03-29,19.97,19.97,19.97,19.97,19.97,0,-0.12680367293397476,1.6562199824349009
2018-04-02,23.62,23.62,23.62,23.62,23.62,0,0.18277416124186296,1.7326703134355859
2018-04-03,21.1,21.1,21.1,21.1,21.1,0,-0.1066892464013548,1.766628341124885
2018-04-04,20.06,20.06,20.06,20.06,20.06,0,-0.04928909952606653,1.767656294619524
2018-04-05,18.94,18.94,18.94,18.94,18.94,0,-0.05583250249252236,1.7739472059328376
2018-04-06,21.49,21.49,21.49,21.49,21.49,0,0.13463569165786682,1.8007847716452279
2018-04-09,21.77,21.77,21.77,21.77,21.77,0,0.013029315960912058,1.7583454758345973
2018-04-10,20.47,20.47,20.47,20.47,20.47,0,-0.05971520440973821,1.7641124498790564
2018-04-11,20.24,20.24,20.24,20.24,20.24,0,-0.011235955056179803,1.696696212054825
2018-04-12,18.49,18.49,18.49,18.49,18.49,0,-0.08646245059288538,1.7083759064357538
2018-04-13,17.41,17.41,17.41,17.41,17.41,0,-0.058409951325040455,1.6721193438593858
2018-04-16,16.56,16.56,16.56,16.56,16.56,0,-0.04882251579551988,1.6361054766051808
2018-04-17,15.25,15.25,15.25,15.25,15.25,0,-0.07910628019323662,1.6473121763820409
2018-04-18,15.6,15.6,15.6,15.6,15.6,0,0.022950819672131084,1.6479514024599604
2018-04-19,15.96,15.96,15.96,15.96,15.96,0,0.023076923076923217,1.646421123093834
2018-04-20,16.88,16.88,16.88,16.88,16.88,0,0.05764411027568905,1.6404351782350834
2018-04-23,16.34,16.34,16.34,16.34,16.34,0,-0.03199052132701419,1.6047682760572677
2018-04-24,18.02,18.02,18.02,18.02,18.02,0,0.10281517747858016,1.6157562815918027
2018-04-25,17.84,17.84,17.84,17.84,17.84,0,-0.009988901220865709,1.6145905880388203
2018-04-26,16.24,16.24,16.24,16.24,16.24,0,-0.08968609865470856,1.6323642297854402
2018-04-27,15.41,15.41,15.41,15.41,15.41,0,-0.05110837438423632,1.635832640631209
2018-04-30,15.93,15.93,15.93,15.93,15.93,0,0.03374432186891618,1.6312260532652332
2018-05-01,15.49,15.49,15.49,15.49,15.49,0,-0.02762084118016317,1.5203496931343732
2018-05-02,15.97,15.97,15.97,15.97,15.97,0,0.030987734021949764,1.518380974413538
2018-05-03,15.9,15.9,15.9,15.9,15.9,0,-0.004383218534752653,1.5174324108590522
2018-05-04,14.77,14.77,14.77,14.77,14.77,0,-0.0710691823899372,1.2202341906082894
2018-05-07,14.75,14.75,14.75,14.75,14.75,0,-0.0013540961408259333,1.198351039796372
2018-05-08,14.71,14.71,14.71,14.71,14.71,0,-0.0027118644067796183,1.1227607659741852
2018-05-09,13.42,13.42,13.42,13.42,13.42,0,-0.08769544527532291,1.1188449292119964
2018-05-10,13.23,13.23,13.23,13.23,13.23,0,-0.014157973174366623,1.114944407452946
2018-05-11,12.65,12.65,12.65,12.65,12.65,0,-0.04383975812547236,1.0680794763904022
2018-05-14,12.93,12.93,12.93,12.93,12.93,0,0.02213438735177853,0.9005767260401006
2018-05-15,14.63,14.63,14.63,14.63,14.63,0,0.131477184841454,0.9601117477107785
2018-05-16,13.42,13.42,13.42,13.42,13.42,0,-0.08270676691729328,0.9766172961544389
2018-05-17,13.43,13.43,13.43,13.43,13.43,0,0.0007451564828613311,0.9680350704234235
2018-05-18,13.42,13.42,13.42,13.42,13.42,0,-0.0007446016381236209,0.8669607178333818
2018-05-21,13.08,13.08,13.08,13.08,13.08,0,-0.025335320417287588,0.8636371415693288
2018-05-22,13.22,13.22,13.22,13.22,13.22,0,0.01070336391437321,0.8563363514070076
2018-05-23,12.58,12.58,12.58,12.58,12.58,0,-0.04841149773071107,0.8624006472894095
2018-05-24,12.53,12.53,12.53,12.53,12.53,0,-0.003974562798092274,0.8351379273626133
2018-05-25,13.22,13.22,13.22,13.22,13.22,0,0.055067837190742264,0.844529797467885
2018-05-29,17.02,17.02,17.02,17.02,17.02,0,0.28744326777609674,1.192977368950703
2018-05-30,14.94,14.94,14.94,14.94,14.94,0,-0.12220916568742657,1.2250016073293064
2018-05-31,15.43,15.43,15.43,15.43,15.43,0,0.03279785809906288,1.226796633071513
2018-06-01,13.46,13.46,13.46,13.46,13.46,0,-0.1276733635774464,1.2812290623962825
2018-06-04,12.74,12.74,12.74,12.74,12.74,0,-0.05349182763744431,1.2762205355772906
2018-06-05,12.4,12.4,12.4,12.4,12.4,0,-0.026687598116169498,1.2753890968292791
